array_ID,date,species,count_in_trap,trap_type,site_name
Array 10,11/22/2024,Eleutherodactylus planirostris,4,funnel,Three Lakes
Array 11,11/22/2024,Anolis sagrei,1,funnel,Three Lakes
Array 11,11/22/2024,Pseudacris ocularis,1,funnel,Three Lakes
Array 11,11/22/2024,Eleutherodactylus planirostris,2,funnel,Three Lakes
Array 6,11/22/2024,Scincella lateralis,1,funnel,Three Lakes
Array 5,11/22/2024,Anaxyrus quercicus,1,funnel,Three Lakes
Array 4,10/30/2024,Eleutherodactylus planirostris,1,funnel,Three Lakes
Array 3,10/30/2024,Gastrophryne carolinensis,1,funnel,Three Lakes
Array 3,10/30/2024,Anaxyrus quercicus,2,funnel,Three Lakes
Array 3,10/30/2024,Dryophytes squirellus,1,funnel,Three Lakes
Array 1,10/30/2024,Gastrophryne carolinensis,2,funnel,Three Lakes
Array 7,10/30/2024,Anolis carolinensis,2,funnel,Three Lakes
Array 8,10/30/2024,Eleutherodactylus planirostris,4,funnel,Three Lakes
Array 8,10/30/2024,Hemidactylus garnotii,1,funnel,Three Lakes
Array 9,10/30/2024,Acris gryllus,1,funnel,Three Lakes
Array 9,10/30/2024,Eleutherodactylus planirostris,1,funnel,Three Lakes
Array 9,10/30/2024,Anolis sagrei,1,box,Three Lakes
Array 10,10/30/2024,Dryophytes gratiosus,1,box,Three Lakes
Array 10,10/30/2024,Gastrophryne carolinensis,4,funnel,Three Lakes
Array 10,10/30/2024,Acris gryllus,3,funnel,Three Lakes
Array 10,10/30/2024,Eleutherodactylus planirostris,2,funnel,Three Lakes
Array 11,10/30/2024,Kinosternon baurii,1,funnel,Three Lakes
Array 11,10/30/2024,Eleutherodactylus planirostris,3,funnel,Three Lakes
Array 11,10/30/2024,Lithobates sphenocephalus,2,funnel,Three Lakes
Array 11,10/30/2024,Acris gryllus,2,funnel,Three Lakes
Array 6,10/30/2024,Lithobates grylio,1,funnel,Three Lakes
Array 5,10/31/2024,Eleutherodactylus planirostris,2,funnel,Three Lakes
Array 5,10/31/2024,Ophisaurus ventralis,1,box,Three Lakes
Array 1,10/31/2024,Anolis carolinensis,1,funnel,Three Lakes
Array 3,10/31/2024,Acris gryllus,3,funnel,Three Lakes
Array 4,10/31/2024,Anolis carolinensis,1,funnel,Three Lakes
Array 8,10/31/2024,Coluber constrictor,1,funnel,Three Lakes
Array 9,10/31/2024,Anolis sagrei,3,box,Three Lakes
Array 10,10/31/2024,Anolis sagrei,1,funnel,Three Lakes
Array 11,10/31/2024,Anolis carolinensis,1,funnel,Three Lakes
Array 3,11/1/2024,Anaxyrus quercicus,1,funnel,Three Lakes
Array 1,11/1/2024,Masticophis flagellum,1,funnel,Three Lakes
Array 2,11/1/2024,Coluber constrictor,1,box,Three Lakes
Array 6,11/1/2024,Acris gryllus,1,funnel,Three Lakes
Array 5,11/1/2024,Coluber constrictor,1,box,Three Lakes
Array 8,11/1/2024,Eleutherodactylus planirostris,2,funnel,Three Lakes
Array 9,11/1/2024,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 7,3/4/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 7,3/4/2025,Eleutherodactylus planirostris,1,funnel,Three Lakes
Array 8,3/4/2025,Anolis carolinensis,1,funnel,Three Lakes
Array 9,3/4/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 10,3/4/2025,Anolis carolinensis,1,funnel,Three Lakes
Array 7,3/5/2025,Thamnophis saurita,1,funnel,Three Lakes
Array 8,3/5/2025,Anolis carolinensis,1,funnel,Three Lakes
Array 8,3/5/2025,Coluber constrictor,1,funnel,Three Lakes
Array 8,3/5/2025,Eleutherodactylus planirostris,2,funnel,Three Lakes
Array 9,3/5/2025,Anolis sagrei,1,funnel,Three Lakes
Array 10,3/5/2025,Anolis sagrei,1,funnel,Three Lakes
Array 6,3/5/2025,Eleutherodactylus planirostris,1,funnel,Three Lakes
Array 5,3/5/2025,Anolis carolinensis,1,funnel,Three Lakes
Array 5,3/5/2025,Pantherophis guttatus,1,box,Three Lakes
Array 5,3/5/2025,Sigmodon hispidus,2,box,Three Lakes
Array 2,3/5/2025,Anolis carolinensis,2,funnel,Three Lakes
Array 2,3/5/2025,Eleutherodactylus planirostris,2,funnel,Three Lakes
Array 8,3/6/2025,Peromyscus gossypinus,1,box,Three Lakes
Array 8,3/6/2025,Scincella lateralis,1,funnel,Three Lakes
Array 9,3/6/2025,Anolis sagrei,1,funnel,Three Lakes
Array 10,3/6/2025,Eleutherodactylus planirostris,1,funnel,Three Lakes
Array 10,3/6/2025,Anolis sagrei,2,funnel,Three Lakes
Array 10,3/6/2025,Coluber constrictor,1,funnel,Three Lakes
Array 11,3/6/2025,Eleutherodactylus planirostris,2,funnel,Three Lakes
Array 5,3/6/2025,Diadophis punctatus,1,funnel,Three Lakes
Array 5,3/6/2025,Sigmodon hispidus,1,box,Three Lakes
Array 2,3/6/2025,Dumetella carolinensis,1,box,Three Lakes
Array 2,3/6/2025,Eleutherodactylus planirostris,2,funnel,Three Lakes
Array 4,3/6/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 4,3/6/2025,Masticophis flagellum,1,funnel,Three Lakes
Array 7,3/7/2025,Anaxyrus terrestris,1,funnel,Three Lakes
Array 8,3/7/2025,Eleutherodactylus planirostris,1,funnel,Three Lakes
Array 9,3/7/2025,Anolis sagrei,1,funnel,Three Lakes
Array 10,3/7/2025,Anolis sagrei,1,funnel,Three Lakes
Array 11,3/7/2025,Pseudacris ocularis,1,funnel,Three Lakes
Array 11,3/7/2025,Anolis carolinensis,1,funnel,Three Lakes
Array 5,3/7/2025,Anolis carolinensis,1,funnel,Three Lakes
Array 3,3/7/2025,Thamnophis sirtalis,1,funnel,Three Lakes
Array 8,4/8/2025,Eleutherodactylus planirostris,5,funnel,Three Lakes
Array 8,4/8/2025,Scincella lateralis,1,funnel,Three Lakes
Array 9,4/8/2025,Crotalus adamanteus,1,box,Three Lakes
Array 9,4/8/2025,Lampropeltis elapsoides,2,funnel,Three Lakes
Array 10,4/8/2025,Eleutherodactylus planirostris,1,funnel,Three Lakes
Array 10,4/8/2025,Anolis sagrei,1,funnel,Three Lakes
Array 11,4/8/2025,Eleutherodactylus planirostris,6,funnel,Three Lakes
Array 11,4/8/2025,Scincella lateralis,1,funnel,Three Lakes
Array 11,4/8/2025,Lampropeltis elapsoides,1,funnel,Three Lakes
Array 11,4/8/2025,Acris gryllus,1,funnel,Three Lakes
Array 5,4/8/2025,Thamnophis sirtalis,1,box,Three Lakes
Array 3,4/8/2025,Eleutherodactylus planirostris,1,funnel,Three Lakes
Array 2,4/8/2025,Gastrophryne carolinensis,1,funnel,Three Lakes
Array 11,4/8/2025,Gastrophryne carolinensis,1,funnel,Three Lakes
Array 4,4/8/2025,Anaxyrus quercicus,1,funnel,Three Lakes
Array 4,4/8/2025,Acris gryllus,1,funnel,Three Lakes
Array 10,4/8/2025,Diadophis punctatus,1,funnel,Three Lakes
Array 8,4/9/2025,Eleutherodactylus planirostris,6,funnel,Three Lakes
Array 8,4/9/2025,Scincella lateralis,1,funnel,Three Lakes
Array 8,4/9/2025,Anaxyrus terrestris,1,box,Three Lakes
Array 9,4/9/2025,Anolis sagrei,1,funnel,Three Lakes
Array 9,4/9/2025,Lampropeltis elapsoides,1,funnel,Three Lakes
Array 10,4/8/2025,Diadophis punctatus,1,funnel,Three Lakes
Array 11,4/9/2025,Eleutherodactylus planirostris,2,funnel,Three Lakes
Array 11,4/9/2025,Diadophis punctatus,1,funnel,Three Lakes
Array 6,4/9/2025,Pantherophis guttatus,1,funnel,Three Lakes
Array 5,4/9/2025,Coluber constrictor,1,box,Three Lakes
Array 1,4/9/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 3,4/9/2025,Aspidoscelis sexlineata,2,funnel,Three Lakes
Array 4,4/9/2025,Aspidoscelis sexlineata,4,funnel,Three Lakes
Array 7,4/10/2025,Coluber constrictor,1,funnel,Three Lakes
Array 8,4/10/2025,Scincella lateralis,1,funnel,Three Lakes
Array 9,4/10/2025,Anolis sagrei,2,funnel,Three Lakes
Array 9,4/10/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 10,4/10/2025,Anolis sagrei,1,funnel,Three Lakes
Array 10,4/10/2025,Coluber constrictor,1,funnel,Three Lakes
Array 10,4/10/2025,Peromyscus gossypinus,1,funnel,Three Lakes
Array 11,4/10/2025,Diadophis punctatus,1,funnel,Three Lakes
Array 11,4/10/2025,Anolis carolinensis,1,funnel,Three Lakes
Array 11,4/10/2025,Eleutherodactylus planirostris,1,funnel,Three Lakes
Array 2,4/10/2025,Scincella lateralis,1,funnel,Three Lakes
Array 1,4/10/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 1,4/10/2025,Cemophora coccinea,1,funnel,Three Lakes
Array 3,4/10/2025,Plestiodon inexpectatus,1,funnel,Three Lakes
Array 3,4/10/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 7,4/11/2025,Aspidoscelis sexlineata,2,funnel,Three Lakes
Array 8,4/11/2025,Eleutherodactylus planirostris,1,funnel,Three Lakes
Array 9,4/11/2025,Anolis sagrei,2,funnel,Three Lakes
Array 9,4/11/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 9,4/11/2025,Lampropeltis elapsoides,1,funnel,Three Lakes
Array 10,4/11/2025,Anolis sagrei,3,funnel,Three Lakes
Array 3,4/11/2025,Aspidoscelis sexlineata,2,funnel,Three Lakes
Array 3,4/11/2025,Plestiodon inexpectatus,1,funnel,Three Lakes
Array 3,4/22/2025,Plestiodon inexpectatus,1,funnel,Three Lakes
Array 6,4/22/2025,Plestiodon inexpectatus,1,funnel,Three Lakes
Array 8,4/22/2025,Coluber constrictor,1,funnel,Three Lakes
Array 8,4/22/2025,Anolis sagrei,1,funnel,Three Lakes
Array 9,4/22/2025,Aspidoscelis sexlineata,3,funnel,Three Lakes
Array 11,4/22/2025,Anolis carolinensis,1,funnel,Three Lakes
Array 11,4/22/2025,Anaxyrus quercicus,1,funnel,Three Lakes
Array 4,4/23/2025,Scincella lateralis,1,funnel,Three Lakes
Array 4,4/23/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 3,4/23/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 1,4/23/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 1,4/23/2025,Cemophora coccinea,1,funnel,Three Lakes
Array 2,4/23/2025,Eleutherodactylus planirostris,1,funnel,Three Lakes
Array 5,4/23/2025,Anolis carolinensis,1,funnel,Three Lakes
Array 7,4/23/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 8,4/23/2025,Anolis sagrei,1,funnel,Three Lakes
Array 9,4/23/2025,Aspidoscelis sexlineata,3,funnel,Three Lakes
Array 9,4/23/2025,Anolis carolinensis,1,funnel,Three Lakes
Array 9,4/23/2025,Anolis sagrei,1,box,Three Lakes
Array 10,4/23/2025,Coluber constrictor,1,funnel,Three Lakes
Array 10,4/23/2025,Anolis sagrei,1,funnel,Three Lakes
Array 11,4/23/2025,Diadophis punctatus,1,funnel,Three Lakes
Array 11,4/23/2025,Anolis sagrei,1,funnel,Three Lakes
Array 4,4/24/2025,Anolis sagrei,1,funnel,Three Lakes
Array 3,4/24/2025,Aspidoscelis sexlineata,2,funnel,Three Lakes
Array 3,4/24/2025,Aspidoscelis sexlineata,2,funnel,Three Lakes
Array 2,4/24/2025,Anolis carolinensis,1,funnel,Three Lakes
Array 5,4/24/2025,Coluber constrictor,1,box,Three Lakes
Array 5,4/24/2025,Plestiodon inexpectatus,1,funnel,Three Lakes
Array 7,4/24/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 8,4/24/2025,Anolis sagrei,1,funnel,Three Lakes
Array 10,4/24/2025,Anolis sagrei,2,funnel,Three Lakes
Array 10,4/24/2025,Scincella lateralis,1,funnel,Three Lakes
Array 11,4/24/2025,Thamnophis saurita,1,funnel,Three Lakes
Array 11,4/24/2025,Coluber constrictor,1,funnel,Three Lakes
Array 11,4/24/2025,Anolis carolinensis,2,funnel,Three Lakes
Array 4,4/25/2025,Aspidoscelis sexlineata,3,funnel,Three Lakes
Array 3,4/25/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 5,4/25/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 9,4/25/2025,Coluber constrictor,1,funnel,Three Lakes
Array 9,4/25/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 9,4/25/2025,Anolis sagrei,1,funnel,Three Lakes
Array 10,4/25/2025,Anolis carolinensis,1,funnel,Three Lakes
Array 10,4/25/2025,Anolis sagrei,1,funnel,Three Lakes
Array 11,4/25/2025,Anolis carolinensis,2,funnel,Three Lakes
Array 11,4/29/2025,Thamnophis sirtalis,1,funnel,Three Lakes
Array 10,4/29/2025,Coluber constrictor,1,funnel,Three Lakes
Array 10,4/29/2025,Anolis sagrei,2,funnel,Three Lakes
Array 10,4/29/2025,Anolis carolinensis,1,funnel,Three Lakes
Array 8,4/30/2025,Crotalus adamanteus,1,box,Three Lakes
Array 9,4/30/2025,Thamnophis sirtalis,1,funnel,Three Lakes
Array 2,4/30/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 2,4/30/2025,Heterodon platirhinos,1,box,Three Lakes
Array 11,5/1/2025,Thamnophis saurita,1,funnel,Three Lakes
Array 9,5/1/2025,Coluber constrictor,1,funnel,Three Lakes
Array 9,5/1/2025,Anolis sagrei,3,funnel,Three Lakes
Array 1,5/1/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 10,5/2/2025,Agkistrodon conanti,1,funnel,Three Lakes
Array 9,5/2/2025,Aspidoscelis sexlineata,2,funnel,Three Lakes
Array 9,5/2/2025,Anolis sagrei,3,funnel,Three Lakes
Array 7,5/2/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 5,5/2/2025,Aspidoscelis sexlineata,1,box,Three Lakes
Array 2,5/2/2025,Scincella lateralis,1,funnel,Three Lakes
Array 7,5/6/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 8,5/6/2025,Eleutherodactylus planirostris,7,funnel,Three Lakes
Array 9,5/6/2025,Anolis sagrei,1,funnel,Three Lakes
Array 11,5/6/2025,Anaxyrus quercicus,2,funnel,Three Lakes
Array 11,5/6/2025,Diadophis punctatus,1,funnel,Three Lakes
Array 11,5/6/2025,Anolis carolinensis,1,funnel,Three Lakes
Array 2,5/6/2025,Scincella lateralis,1,funnel,Three Lakes
Array 2,5/6/2025,Eleutherodactylus planirostris,2,funnel,Three Lakes
Array 2,5/6/2025,Gastrophryne carolinensis,1,funnel,Three Lakes
Array 1,5/6/2025,Aspidoscelis sexlineata,2,funnel,Three Lakes
Array 4,5/6/2025,Anaxyrus terrestris,1,funnel,Three Lakes
Array 4,5/6/2025,Aspidoscelis sexlineata,2,funnel,Three Lakes
Array 4,5/6/2025,Anaxyrus quercicus,1,funnel,Three Lakes
Array 8,5/7/2025,Scincella lateralis,2,funnel,Three Lakes
Array 8,5/7/2025,Eleutherodactylus planirostris,4,funnel,Three Lakes
Array 9,5/7/2025,Anaxyrus terrestris,1,box,Three Lakes
Array 10,5/7/2025,Gastrophryne carolinensis,2,funnel,Three Lakes
Array 11,5/7/2025,Dryophytes cinereus,1,funnel,Three Lakes
Array 11,5/7/2025,Anolis carolinensis,1,funnel,Three Lakes
Array 11,5/7/2025,Gastrophryne carolinensis,2,funnel,Three Lakes
Array 11,5/7/2025,Eleutherodactylus planirostris,4,funnel,Three Lakes
Array 5,5/7/2025,Anaxyrus quercicus,1,funnel,Three Lakes
Array 2,5/7/2025,Scincella lateralis,1,funnel,Three Lakes
Array 1,5/7/2025,Aspidoscelis sexlineata,2,funnel,Three Lakes
Array 3,5/7/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 7,5/8/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 8,5/8/2025,Eleutherodactylus planirostris,1,funnel,Three Lakes
Array 8,5/8/2025,Anolis sagrei,1,funnel,Three Lakes
Array 9,5/8/2025,Anaxyrus terrestris,1,box,Three Lakes
Array 9,5/8/2025,Anolis sagrei,2,funnel,Three Lakes
Array 9,5/8/2025,Dryophytes squirellus,1,funnel,Three Lakes
Array 9,5/8/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 10,5/8/2025,Anolis sagrei,1,funnel,Three Lakes
Array 10,5/8/2025,Scincella lateralis,1,funnel,Three Lakes
Array 11,5/8/2025,Lampropeltis elapsoides,1,funnel,Three Lakes
Array 6,5/8/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 2,5/8/2025,Dryophytes cinereus,1,funnel,Three Lakes
Array 2,5/8/2025,Dryophytes squirellus,1,funnel,Three Lakes
Array 5,5/8/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 1,5/8/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 3,5/8/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 3,5/8/2025,Plestiodon inexpectatus,1,funnel,Three Lakes
Array 4,5/8/2025,Pseudacris ocularis,1,funnel,Three Lakes
Array 4,5/8/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 8,5/9/2025,Coluber constrictor,1,funnel,Three Lakes
Array 8,5/9/2025,Eleutherodactylus planirostris,1,funnel,Three Lakes
Array 9,5/9/2025,Anolis sagrei,3,funnel,Three Lakes
Array 9,5/9/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 9,5/9/2025,Gastrophryne carolinensis,1,funnel,Three Lakes
Array 10,5/9/2025,Gastrophryne carolinensis,1,funnel,Three Lakes
Array 10,5/9/2025,Plestiodon inexpectatus,1,funnel,Three Lakes
Array 11,5/9/2025,Anaxyrus quercicus,2,funnel,Three Lakes
Array 11,5/9/2025,Gastrophryne carolinensis,1,funnel,Three Lakes
Array 6,5/9/2025,Micrurus fulvius,1,funnel,Three Lakes
Array 5,5/9/2025,Coluber constrictor,1,box,Three Lakes
Array 2,5/9/2025,Plestiodon inexpectatus,1,box,Three Lakes
Array 2,5/9/2025,Anolis sagrei,1,funnel,Three Lakes
Array 1,5/9/2025,Scincella lateralis,2,funnel,Three Lakes
Array 1,5/9/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 4,5/9/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 4,5/9/2025,Pseudacris ocularis,1,funnel,Three Lakes
Array 7,5/20/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 9,5/20/2025,Anolis sagrei,1,funnel,Three Lakes
Array 11,5/20/2025,Anolis carolinensis,2,funnel,Three Lakes
Array 6,5/20/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 5,5/20/2025,Acris gryllus,1,funnel,Three Lakes
Array 5,5/20/2025,Plestiodon inexpectatus,1,funnel,Three Lakes
Array 5,5/20/2025,Coluber constrictor,1,funnel,Three Lakes
Array 5,5/20/2025,Coluber constrictor,1,box,Three Lakes
Array 2,5/20/2025,Anolis carolinensis,2,funnel,Three Lakes
Array 3,5/20/2025,Anaxyrus quercicus,1,funnel,Three Lakes
Array 4,5/20/2025,Aspidoscelis sexlineata,4,funnel,Three Lakes
Array 7,5/21/2025,Aspidoscelis sexlineata,4,funnel,Three Lakes
Array 8,5/21/2025,Anolis sagrei,2,funnel,Three Lakes
Array 9,5/21/2025,Cemophora coccinea,1,funnel,Three Lakes
Array 9,5/21/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 9,5/21/2025,Anolis carolinensis,1,funnel,Three Lakes
Array 11,5/21/2025,Scincella lateralis,1,funnel,Three Lakes
Array 11,5/21/2025,Thamnophis saurita,1,funnel,Three Lakes
Array 5,5/21/2025,Aspidoscelis sexlineata,1,box,Three Lakes
Array 5,5/21/2025,Coluber constrictor,1,funnel,Three Lakes
Array 4,5/21/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 7,5/22/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 9,5/22/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 10,5/22/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 11,5/22/2025,Plestiodon inexpectatus,1,funnel,Three Lakes
Array 11,5/22/2025,Scincella lateralis,3,funnel,Three Lakes
Array 11,5/22/2025,Diadophis punctatus,1,funnel,Three Lakes
Array 11,5/22/2025,Anolis carolinensis,1,funnel,Three Lakes
Array 5,5/22/2025,Cemophora coccinea,1,funnel,Three Lakes
Array 5,5/22/2025,Plestiodon inexpectatus,1,funnel,Three Lakes
Array 2,5/22/2025,Scincella lateralis,1,funnel,Three Lakes
Array 1,5/22/2025,Cemophora coccinea,1,funnel,Three Lakes
Array 4,5/22/2025,Aspidoscelis sexlineata,2,funnel,Three Lakes
Array 4,5/22/2025,Scincella lateralis,2,funnel,Three Lakes
Array 9,5/23/2025,Aspidoscelis sexlineata,1,box,Three Lakes
Array 9,5/23/2025,Anolis sagrei,1,funnel,Three Lakes
Array 10,5/23/2025,Coluber constrictor,1,funnel,Three Lakes
Array 11,5/23/2025,Gastrophryne carolinensis,1,funnel,Three Lakes
Array 11,5/23/2025,Anolis carolinensis,1,funnel,Three Lakes
Array 11,5/23/2025,Scincella lateralis,1,funnel,Three Lakes
Array 11,5/23/2025,Acris gryllus,1,funnel,Three Lakes
Array 11,5/23/2025,Diadophis punctatus,1,funnel,Three Lakes
Array 5,5/23/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 5,5/23/2025,Aspidoscelis sexlineata,1,box,Three Lakes
Array 5,5/23/2025,Plestiodon inexpectatus,2,funnel,Three Lakes
Array 2,5/23/2025,Scincella lateralis,1,funnel,Three Lakes
Array 2,5/23/2025,Micrurus fulvius,1,funnel,Three Lakes
Array 1,5/23/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 3,5/23/2025,Anolis carolinensis,1,funnel,Three Lakes
Array 3,5/23/2025,Scincella lateralis,1,funnel,Three Lakes
Array 3,5/23/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 4,5/23/2025,Aspidoscelis sexlineata,1,funnel,Three Lakes
Array 2,10/30/2024,Osteopilus septentrionalis,1,box,Three Lakes
Array 11,11/13/2024,Ophisaurus ventralis,1,funnel,Three Lakes
